"","시도명","시군구명","도로종류","도로노선방향","경도","단속구분","제한속도","과속단속구간길이"
"258","인천광역시","남동구","구도",3,126.7495963,"4",0,NA
"259","인천광역시","남동구","구도",3,126.7457856,"4",0,NA
"260","인천광역시","남동구","구도",3,126.7383451,"4",0,NA
"261","인천광역시","남동구","구도",3,126.7307272,"4",0,NA
"262","인천광역시","남동구","구도",3,NA,"4",0,NA
"263","인천광역시","남동구","구도",3,126.720686,"4",0,NA
"264","인천광역시","남동구","구도",3,126.7145668,"4",0,NA
"265","인천광역시","남동구","구도",3,126.7193036,"4",0,NA
"266","인천광역시","남동구","구도",3,126.6935059,"4",0,NA
"267","인천광역시","남동구","구도",3,126.7088267,"4",0,NA
"268","인천광역시","남동구","구도",3,NA,"4",0,NA
"287","인천광역시","남동구","구도",3,126.722636,"4",0,NA
"288","인천광역시","남동구","구도",3,126.723506,"4",0,NA
"289","인천광역시","남동구","구도",3,126.706545,"4",0,NA
"290","인천광역시","남동구","구도",3,126.6975708,"4",0,NA
"291","인천광역시","남동구","구도",3,126.708268,"4",0,NA
"292","인천광역시","남동구","구도",3,126.734541,"4",0,NA
"293","인천광역시","남동구","구도",3,126.728046,"4",0,NA
"294","인천광역시","남동구","구도",3,126.736929,"4",0,NA
"295","인천광역시","남동구","구도",3,126.7241539,"4",0,NA
"296","인천광역시","남동구","구도",3,126.755282,"4",0,NA
"297","인천광역시","남동구","구도",3,126.7088091,"4",0,NA
"298","인천광역시","남동구","구도",3,126.708637,"4",0,NA
"299","인천광역시","남동구","구도",3,126.727233,"4",0,NA
"300","인천광역시","남동구","구도",3,126.7263887,"4",0,NA
"301","인천광역시","남동구","구도",3,126.702842,"4",0,NA
"302","인천광역시","남동구","구도",3,126.703939,"4",0,NA
"303","인천광역시","남동구","구도",3,126.704091,"4",0,NA
"304","인천광역시","남동구","구도",3,126.7067285,"4",0,NA
"305","인천광역시","남동구","구도",3,126.7082857,"4",0,NA
"306","인천광역시","남동구","구도",3,126.7246193,"4",0,NA
"307","인천광역시","남동구","구도",3,126.7244453,"4",0,NA
"308","인천광역시","남동구","구도",3,126.7351868,"4",0,NA
"309","인천광역시","남동구","구도",3,126.7272271,"4",0,NA
"310","인천광역시","남동구","구도",3,126.7269798,"4",0,NA
"311","인천광역시","남동구","구도",3,126.749509,"4",0,NA
